gene_hgnc_symbol	chromosome_name	start_position	end_position
DPF2	11	65101225	65120720
DPF3	14	73086004	73360809
DPH1	17	1933404	1946724
DPH2	1	44435672	44439041
DPH3	3	16299485	16306479
DPH5	1	101455179	101491644
DPH6	15	35509546	35838394
DPH7	9	140449356	140473387
DPM1	20	49551404	49575092
DPM2	9	130697378	130700763
DPM3	1	155112367	155113071
DPP3	11	66247484	66277130
DPP4	2	162848751	162931052
DPP7	9	140004994	140009629
DPP8	15	65734801	65810042
DPP9	19	4675236	4724685
DPPA4	3	109044988	109056419
DPY19L1	7	34968488	35077883
DPY19L2	12	63952693	64062719
DPY19L3	19	32896449	32976801
DPY19L4	8	95731931	95806064
DPY30	2	32092878	32264881
DPYD	1	97543299	98386605
DPYS	8	105342552	105479281
DPYSL2	8	26371791	26515694
DPYSL3	5	146770374	146889619
DPYSL4	10	134000404	134019280
DQX1	2	74745258	74753463
DR1	1	93811445	93835055
DRAM1	12	102271129	102405908
DRAM2	1	111659955	111682838
DRAP1	11	65686728	65689032
DRAXIN	1	11751786	11785914
DRC1	2	26624784	26679579
DRC3	17	17876127	17920203
DRD4	11	637293	640706
DRG1	22	31795509	31924726
DRG2	17	17991200	18011285
DRICH1	22	23950639	23974508
DROSHA	5	31400604	31532303
DSC2	18	28645940	28682378
DSCAML1	11	117298489	117688240
DSCC1	8	120846216	120868250
DSCR3	21	38595721	38640262
DSE	6	116575336	116762424
DSEL	18	65173819	65184217
DSG2	18	29078006	29128971
DSN1	20	35380194	35402221
DSP	6	7541808	7586950
DST	6	56322785	56819426
DSTN	20	17550508	17590564
DSTYK	1	205111632	205180727
DTD1	20	18568537	18744561
DTD2	14	31915242	31926716
DTHD1	4	36283244	36347378
DTL	1	212208919	212280742
DTNA	18	32073254	32471808
DTNB	2	25600067	25896503
DTNBP1	6	15523032	15663289
DTWD1	15	49913177	49937333
DTWD2	5	118173017	118324240
DTX1	12	113494514	113535833
DTX2	7	76090993	76135312
DTX3	12	57998405	58003587
DTX3L	3	122283085	122294050
DTX4	11	58938903	58976060
DTYMK	2	242615157	242626406
DUOX1	15	45422131	45457774
DUS1L	17	80015382	80023763
DUS2	16	68021649	68113223
DUS3L	19	5784843	5791249
DUS4L	7	107203929	107218906
DUSP1	5	172195093	172198198
DUSP10	1	221874766	221915518
DUSP11	2	73989311	74007284
DUSP12	1	161719548	161727028
DUSP15	20	30435440	30458550
DUSP16	12	12628829	12715317
DUSP18	22	31048038	31063877
DUSP19	2	183943287	183964733
DUSP2	2	96808905	96811179
DUSP22	6	291630	351355
DUSP23	1	159750722	159752333
DUSP28	2	241499471	241503431
DUSP3	17	41843489	41856356
DUSP4	8	29190581	29208185
DUSP5	10	112257596	112271302
DUSP6	12	89741009	89747048
DUSP7	3	52082935	52090566
DUSP8	11	1575274	1593150
DUT	15	48623208	48635570
DVL1	1	1270656	1284730
DVL2	17	7128660	7137864
DVL3	3	183873176	183891398
DXO	6	31937587	31940069
DYM	18	46570039	46987717
DYNC1H1	14	102430865	102517129
DYNC1I1	7	95401866	95739634
DYNC1I2	2	172543919	172604930
DYNC1LI1	3	32567463	32612366
DYNC1LI2	16	66754796	66785701
DYNC2H1	11	102980160	103350591
DYNC2LI1	2	44001178	44037149
DYNLL1	12	120907653	120936296
DYNLL2	17	56160776	56172897
DYNLRB1	20	33104214	33128762
DYNLT1	6	159057506	159065771
DYRK1A	21	38738092	38889753
DYRK1B	19	40315990	40324841
DYRK2	12	68042118	68059186
DYRK3	1	206808881	206857764
DYRK4	12	4671370	4723325
DYSF	2	71680852	71913898
DYX1C1	15	55702723	55800432
DZANK1	20	18364011	18447925
DZIP1L	3	137780832	137834660
DZIP3	3	108308529	108413693
E2F1	20	32263489	32274210
E2F2	1	23832922	23857712
E2F3	6	20402398	20493941
E2F4	16	67226072	67232821
E2F5	8	86089460	86129387
E2F6	2	11584501	11606297
E2F7	12	77415027	77459360
E4F1	16	2273567	2285743
EAF1	3	15468862	15484120
EAF2	3	121554030	121605373
EAPP	14	34985135	35008916
EARS2	16	23533335	23569052
EBAG9	8	110551940	110578225
EBF1	5	158122928	158526769
EBF4	20	2673524	2740753
EBI3	19	4229495	4237528
EBLN2	3	73110810	73112488
EBNA1BP2	1	43629846	43736607
EBPL	13	50234859	50265611
ECD	10	74889913	74928813
ECE1	1	21543740	21671997
ECE2	3	183967438	184010819
ECH1	19	39306062	39322645
ECHDC1	6	127609855	127664754
ECHDC2	1	53361656	53392884
ECHDC3	10	11784365	11806069
ECHS1	10	135175984	135187193
ECI1	16	2289396	2302301
ECI2	6	4115923	4135831
ECM1	1	150480538	150486265
ECM2	9	95256365	95298937
ECSIT	19	11616731	11639989
ECT2	3	172468472	172539264
ECT2L	6	139117063	139225207
EDAR	2	109510927	109605828
EDARADD	1	236511562	236648214
EDC3	15	74922899	74988633
EDC4	16	67906926	67918406
EDEM1	3	5229331	5261642
EDEM2	20	33703167	33865928
EDEM3	1	184659365	184724047
EDF1	9	139756571	139760738
EDN1	6	12290596	12297427
EDNRB	13	78469616	78493903
EDRF1	10	127408084	127452712
EEA1	12	93164413	93323107
EED	11	85955586	85989855
EEF1A1	6	74225473	74233520
EEF1B2	2	207024309	207027652
EEF1D	8	144661867	144681711
EEF1E1	6	8073593	8102811
EEF1G	11	62327073	62342401
EEF2	19	3976054	3985467
EEF2K	16	22217603	22298554
EEF2KMT	16	5134305	5147809
EEFSEC	3	127872297	128127485
EEPD1	7	36192758	36341152
EFCAB11	14	90261013	90421121
EFCAB12	3	129120164	129147494
EFCAB13	17	45400656	45518678
EFCAB14	1	47124366	47184824
EFCAB2	1	245133007	245290466
EFCAB5	17	28256218	28435470
EFCAB6	22	43924624	44208217
EFCAB7	1	63989043	64038364
EFCAB8	20	31446729	31549006
EFEMP2	11	65633912	65641063
EFHB	3	19920964	19988517
EFHC1	6	52285106	52387892
EFHD2	1	15736391	15756839
EFNA1	1	155099936	155107333
EFNA3	1	155036224	155060014
EFNA4	1	155036207	155042029
EFNA5	5	106712590	107006596
EFNB2	13	107142079	107187462
EFR3A	8	132916335	133025889
EFR3B	2	25264999	25378243
EFTUD1	15	82422571	82555104
EFTUD2	17	42927311	42977030
EGF	4	110834040	110933422
EGFL7	9	139553308	139567130
EGFL8	6	32132360	32136058
EGLN1	1	231499497	231560790
EGLN2	19	41304901	41314338
EGLN3	14	34393437	34931980
EGR1	5	137801179	137805004
EGR2	10	64571756	64679660
EGR3	8	22545172	22550815
EGR4	2	73518058	73520833
EHBP1	2	62900986	63273622
EHBP1L1	11	65343509	65360121
EHD1	11	64619114	64655768
EHD2	19	48216600	48246391
EHD3	2	31456880	31492313
EHD4	15	42190950	42264776
EHF	11	34642640	34682604
EHHADH	3	184908412	184999778
EHMT1	9	140513444	140764468
EHMT2	6	31847536	31865464
EI24	11	125439112	125454575
EID1	15	49170083	49172380
EID2	19	40028890	40030870
EID2B	19	40021630	40023494
EID3	12	104697517	104698980
EIF1	17	39845137	39848920
EIF1AD	11	65764016	65769647
EIF1B	3	40351175	40353915
EIF2A	3	150264465	150302029
EIF2AK1	7	6061881	6098861
EIF2AK2	2	37326353	37384208
EIF2AK3	2	88856259	88927094
EIF2AK4	15	40226347	40327797
EIF2B1	12	124104953	124118313
EIF2B2	14	75469614	75476292
EIF2B3	1	45316450	45452282
EIF2B4	2	27587219	27593353
EIF2B5	3	183852826	184402546
EIF2D	1	206744620	206785904
EIF2S1	14	67826714	67853233
EIF2S2	20	32676104	32700138
EIF3A	10	120794356	120840316
EIF3B	7	2393721	2420380
EIF3C	16	28699879	28747051
EIF3CL	16	28390900	28415200
EIF3D	22	36906897	36925483
EIF3E	8	109213445	109447562
EIF3F	11	7991798	8023409
EIF3G	19	10225693	10230596
EIF3H	8	117654369	117779164
EIF3I	1	32687529	32697205
EIF3J	15	44829255	44855227
EIF3K	19	39109735	39127595
EIF3L	22	38244875	38285414
EIF3M	11	32605344	32627808
EIF4A1	17	7476024	7482323
EIF4A2	3	186500994	186507689
EIF4A3	17	78109013	78120982
EIF4B	12	53399942	53435993
EIF4E	4	99792835	99851788
EIF4E2	2	233414762	233448354
EIF4E3	3	71724567	71803924
EIF4EBP1	8	37887859	37917883
EIF4EBP2	10	72164135	72188374
EIF4EBP3	5	139927251	139929163
EIF4ENIF1	22	31832963	31892094
EIF4G1	3	184032283	184053146
EIF4G2	11	10818597	10830657
EIF4G3	1	21132963	21503377
EIF4H	7	73588575	73611431
EIF5	14	103799881	103811362
EIF5A	17	7210318	7215774
EIF5A2	3	170606204	170626482
EIF5AL1	10	81272357	81276188
EIF5B	2	99953816	100017789
EIF6	20	33866714	33872788
ELAC1	18	48494361	48514491
ELAC2	17	12895708	12921504
ELANE	19	851014	856242
ELAVL1	19	8023463	8070543
ELF1	13	41506056	41635576
ELF2	4	139949266	140098372
ELF3	1	201977073	201986316
ELFN1	7	1727755	1787590
ELFN2	22	37764000	37823505
ELK3	12	96588160	96663613
ELK4	1	205577071	205601090
ELL	19	18553473	18632937
ELL2	5	95220802	95297775
ELL3	15	44064798	44069741
ELMO1	7	36893961	37488852
ELMO2	20	44994688	45061704
ELMO3	16	67233014	67237932
ELMOD2	4	141445312	141474924
ELMOD3	2	85581517	85618875
ELMSAN1	14	74181825	74256988
ELN	7	73442119	73484237
ELOF1	19	11661962	11670051
ELOVL1	1	43829068	43833696
ELOVL5	6	53132196	53213947
ELOVL6	4	110967002	111120355
ELOVL7	5	60047618	60140216
ELP2	18	33709407	33757909
ELP3	8	27947190	28048673
ELP4	11	31531297	31805546
ELP5	17	7154735	7163259
ELP6	3	47537130	47555251
EMB	5	49692026	49739082
EMC1	1	19542158	19578046
EMC10	19	50979657	50986608
EMC2	8	109455830	109499145
EMC3	3	10004221	10052800
EMC4	15	34517200	34522357
EMC6	17	3572109	3572962
EMC7	15	34376218	34394149
EMC8	16	85805364	85833214
EMC9	14	24608174	24610797
EME1	17	48450581	48458844
EME2	16	1823208	1831709
EMG1	12	7072408	7105520
EMID1	22	29601840	29655586
EMILIN1	2	27301435	27309271
EMILIN2	18	2847028	2915991
EML2	19	46110252	46148887
EML3	11	62369690	62380237
EML4	2	42396490	42559688
EML5	14	89078775	89259096
EML6	2	54950636	55199157
EMP1	12	13349650	13369708
EMP2	16	10622279	10674555
EMP3	19	48824766	48833810
EMX1	2	73143389	73162020
ENAH	1	225674537	225840844
ENAM	4	71494461	71552533
ENC1	5	73923234	73937249
ENDOD1	11	94822974	94865809
ENDOG	9	131580753	131584956
ENDOU	12	48103517	48119350
ENDOV	17	78388965	78411886
ENG	9	130577291	130617035
ENGASE	17	77071021	77084681
ENKD1	16	67696848	67701168
ENKUR	10	25270908	25305089
ENO1	1	8921061	8939308
ENO2	12	7022909	7032861
ENO3	17	4851387	4860426
ENOPH1	4	83351715	83382244
ENOSF1	18	670324	712676
ENOX1	13	43787654	44361044
ENPP2	8	120569326	120685693
ENPP3	6	131949582	132068553
ENPP4	6	46097730	46114436
ENPP5	6	46126924	46138708
ENSA	1	150573327	150602088
ENTHD1	22	40139049	40289868
ENTHD2	17	79202077	79212891
ENTPD1	10	97471536	97637023
ENTPD3	3	40428647	40470110
ENTPD4	8	23243296	23315208
ENTPD5	14	74424713	74486102
ENTPD6	20	25176329	25207365
ENTPD7	10	101419263	101465997
ENY2	8	110346553	110358182
EOGT	3	69024365	69063112
EOMES	3	27757440	27764206
EP300	22	41487790	41576081
EP400	12	132434508	132565005
EPAS1	2	46520806	46613836
EPB41	1	29213603	29446553
EPB41L1	20	34679426	34820721
EPB41L2	6	131160487	131384462
EPB41L3	18	5392383	5630699
EPB41L4A	5	111478138	111755013
EPB41L5	2	120770581	120936695
EPB42	15	43398423	43513481
EPC1	10	32556679	32667726
EPC2	2	149402009	149545130
EPDR1	7	37723446	37991543
EPG5	18	43427574	43547240
EPGN	4	75174190	75181024
EPHA1	7	143087382	143105985
EPHA2	1	16450832	16482582
EPHA4	2	222282747	222438922
EPHB1	3	134316643	134979309
EPHB2	1	23037332	23241818
EPHB3	3	184279572	184300197
EPHB4	7	100400187	100425121
EPHB6	7	142552792	142568847
EPHX1	1	225997794	226033260
EPHX2	8	27348296	27403081
EPHX3	19	15337730	15344246
EPM2A	6	145822719	146057160
EPM2AIP1	3	37027357	37034795
EPN1	19	56186592	56221224
EPN2	17	19118928	19240028
EPOR	19	11488236	11495018
EPPK1	HG104_HG975_PATCH	144940157	144955423
EPRS	1	220141943	220220000
EPS15	1	51819935	51985000
EPS15L1	19	16466050	16582896
EPS8	12	15773092	16035263
EPS8L1	19	55583388	55599291
EPS8L2	11	694438	727727
EPSTI1	13	43460524	43566407
EPT1	2	26531415	26618759
ERAL1	17	27181956	27188085
ERAP1	5	96096521	96143803
ERAP2	5	96211643	96255420
ERBB2	17	37844167	37886679
ERBB2IP	5	65222303	65378377
ERBB3	12	56473641	56497289
ERC1	12	1099675	1605099
ERCC1	19	45910591	45982086
ERCC2	19	45853095	45874176
ERCC3	2	128014866	128051752
ERCC4	16	14014014	14046202
ERCC5	13	103497194	103528345
ERCC6	10	50663414	50747584
ERCC6L2	9	98637983	98776842
ERCC8	5	60169658	60240900
EREG	4	75230860	75254468
ERF	19	42751724	42759309
ERG	21	39751949	40033704
ERGIC1	5	172261278	172379688
ERGIC2	12	29490285	29534122
ERGIC3	20	34129770	34145405
ERH	14	69846848	69865344
ERI1	8	8859657	8974256
ERI2	16	20791515	20911671
ERI3	1	44686742	44820932
ERICH1	8	564746	688106
ERICH3	1	75033795	75139422
ERLEC1	2	54014181	54045956
ERLIN1	10	101909851	101948091
ERLIN2	8	37594117	37616619
ERMAP	1	43282795	43310660
ERMARD	6	170151718	170181680
ERMN	2	158175137	158184225
ERMP1	9	5765076	5833117
ERN1	17	62116502	62208179
ERO1A	14	53106634	53162618
ERO1B	1	236378855	236445319
ERP27	12	15066969	15092016
ERP29	12	112451120	112461255
ERP44	9	102741461	102861322
ERRFI1	1	8064464	8086368
ERV3-1	7	64451187	64467121
ERVFRD-1	6	11102722	11111965
ERVW-1	7	92097694	92107300
ESCO1	18	19109242	19180845
ESCO2	8	27629466	27670157
ESD	13	47345391	47371367
ESF1	20	13694969	13765532
ESPL1	12	53662083	53687427
ESR1	6	151977826	152450754
ESR2	14	64550950	64804830
ESRP2	16	68263014	68272005
ESRRA	11	64073044	64084215
ESYT1	12	56512034	56538455
ESYT2	7	158523686	158622944
ESYT3	3	138153428	138200528
ETAA1	2	67624451	67637677
ETF1	5	137841784	137878989
ETFA	15	76507696	76603813
ETFB	19	51848423	51869672
ETFDH	4	159593277	159630775
ETHE1	19	44010871	44031396
ETNK1	12	22778009	22843599
ETNK2	1	204100190	204121307
ETS1	11	128328656	128457453
ETS2	21	40177231	40196879
ETV2	19	36132647	36135773
ETV3	1	157090983	157108266
ETV3L	1	157061836	157069600
ETV4	17	41605212	41656988
ETV5	3	185764097	185828107
ETV6	12	11802788	12048336
ETV7	6	36322419	36356164
EVA1B	1	36787632	36789755
EVA1C	21	33784314	33887707
EVC	4	5712924	5830772
EVC2	4	5544499	5711275
EVI2A	17	29644578	29648902
EVI2B	17	29630784	29641130
EVI5	1	92974253	93257961
EVI5L	19	7895119	7929862
EVL	14	100437786	100610573
EVPL	17	74000583	74023533
EWSR1	22	29663998	29696515
EXD2	14	69658228	69709075
EXD3	9	140201348	140317714
EXO1	1	242011269	242058450
EXO5	1	40974413	40982228
EXOC1	4	56719782	56771200
EXOC2	6	485133	693117
EXOC3	5	443273	472052
EXOC3L1	16	67218269	67224107
EXOC3L4	14	103566481	103576896
EXOC4	7	132937829	133751342
EXOC5	14	57670518	57735726
EXOC6	10	94590935	94819250
EXOC6B	2	72403113	73053170
EXOC7	17	74077087	74117657
EXOC8	1	231468480	231473598
EXOG	3	38537618	38583652
EXOSC1	10	99195899	99205774
EXOSC10	1	11126675	11159938
EXOSC2	9	133569108	133580248
EXOSC3	9	37766975	37801434
EXOSC4	8	145133529	145135550
EXOSC5	19	41892279	41903384
EXOSC6	16	70284134	70285833
EXOSC7	3	45016733	45077558
EXOSC8	13	37572953	37583750
EXOSC9	4	122722472	122738176
EXPH5	11	108376158	108464465
EXT1	8	118806729	119124092
EXT2	11	44117099	44266979
EXTL2	1	101337943	101361554
EXTL3	8	28457986	28613116
EYA2	20	45523263	45817492
EYA3	1	28296855	28415207
EYA4	6	133561736	133853258
EYS	6	64429876	66417118
EZH1	17	40852293	40897071
EZH2	7	148504475	148581413
EZR	6	159186773	159240444
F11R	1	160965001	160991138
F12	5	176829141	176836577
F13A1	6	6144318	6321246
F2R	5	76011868	76031606
F2RL1	5	76114758	76131140
F2RL2	5	75911307	75919259
F2RL3	19	16999671	17003417
F3	1	94994781	95007356
F5	1	169483404	169555826
FAAH	1	46859937	46879520
FAAP100	17	79506911	79520987
FAAP20	1	2115903	2144159
FAAP24	19	33463115	33469128
FABP3	1	31838472	31849697
FABP4	8	82390654	82395498
FABP5	8	82192598	82197012
FADD	11	70049269	70053496
FADS1	11	61567099	61596790
FADS2	11	61560452	61634826
FADS3	11	61640991	61659523
FAF1	1	50905150	51425935
FAF2	5	175874629	175937075
FAH	15	80444832	80479288
FAHD1	16	1876968	1890208
FAHD2A	2	96068469	96082364
FAHD2B	2	97749320	97760619
FAIM	3	138327448	138352218
FAM101B	17	289769	295730
FAM102A	9	130702858	130742792
FAM102B	1	109102711	109187522
FAM103A1	15	83654959	83659809
FAM104A	17	71203492	71232892
FAM105A	5	14581884	14615116
FAM106A	17	18414535	18455019
FAM107B	10	14560556	14816896
FAM109A	12	111798455	111806925
FAM109B	22	42470255	42475445
FAM110A	20	814358	838106
FAM110B	8	58907068	59116838
FAM111A	11	58910221	58922512
FAM111B	11	58874658	58894883
FAM114A1	4	38869298	38947360
FAM114A2	5	153369688	153418496
FAM117A	17	47787694	47866542
FAM117B	2	203499901	203634480
FAM118A	22	45704849	45737836
FAM118B	11	126081309	126132881
FAM120A	9	96214004	96328397
FAM120AOS	9	96208776	96215874
FAM120B	6	170599791	170716153
FAM122A	9	71394964	71398609
FAM124A	13	51796503	51858377
FAM126A	7	22980878	23053749
FAM126B	2	201838441	201936394
FAM129A	1	184759858	184943682
FAM129B	9	130267618	130341268
FAM129C	19	17634110	17664648
FAM131A	3	184053714	184064063
FAM131B	7	143050493	143059863
FAM132B	2	239067623	239077541
FAM133B	7	92190107	92219708
FAM134A	2	220040947	220050201
FAM134B	5	16473147	16617167
FAM134C	17	40731531	40762641
FAM135A	6	71122644	71270877
FAM136A	2	70523107	70529222
FAM13A	4	89647106	90032549
FAM13B	5	137273649	137387650
FAM149B1	10	74927924	75004262
FAM150B	2	279558	288851
FAM151B	5	79783788	79838382
FAM153A	5	177134982	177210399
FAM153B	5	175487692	175559261
FAM159A	1	53099016	53135355
FAM160A1	4	152330368	152584784
FAM160A2	11	6232565	6255941
FAM160B1	10	116581503	116659591
FAM160B2	8	21946670	21962409
FAM161A	2	62051989	62081278
FAM161B	14	74398204	74417117
FAM162A	3	122103023	122131181
FAM166A	9	140138036	140142222
FAM167A	8	11278972	11332224
FAM168A	11	73111532	73309234
FAM168B	2	131805449	131851033
FAM169A	5	74073399	74162776
FAM171A1	10	15253642	15413061
FAM171A2	17	42430583	42441243
FAM171B	2	187558698	187630685
FAM172A	5	92953775	93447404
FAM173A	16	770581	772601
FAM173B	5	10226442	10250009
FAM174A	5	99871009	99922445
FAM174B	15	93160673	93353114
FAM175A	4	84382092	84444501
FAM175B	10	126490354	126525239
FAM177A1	14	35514113	35582336
FAM177B	1	222910549	222924147
FAM179A	2	29179477	29284239
FAM179B	14	45431411	45543634
FAM184A	6	119280928	119470552
FAM185A	7	102389418	102449672
FAM186B	12	49976668	49999422
FAM187A	17	42977135	42982758
FAM188A	10	15820169	15902519
FAM188B	7	30811033	30932002
FAM189B	1	155216996	155225274
FAM192A	16	57186378	57220028
FAM193A	4	2626988	2734292
FAM193B	5	176946789	176981542
FAM195A	16	691813	698474
FAM195B	17	79780287	79791178
FAM196A	10	128933694	128994422
FAM196B	5	169291268	169407744
FAM198B	4	159045626	159094470
FAM19A2	12	62102040	62672931
FAM200A	7	99143931	99156159
FAM200B	4	15683285	15707188
FAM204A	10	120065401	120101840
FAM206A	9	111696461	111713024
FAM207A	21	46359925	46396904
FAM208A	3	56654161	56717265
FAM208B	10	5726801	5805703
FAM209A	20	55092243	55101198
FAM20A	17	66531254	66597530
FAM20B	1	178994939	179045697
FAM20C	7	192969	300711
FAM210A	18	13663346	13726662
FAM210B	20	54933971	54943719
FAM212A	3	49840687	49842463
FAM212B	1	112223252	112298446
FAM213A	10	82167585	82192753
FAM213B	1	2517930	2522908
FAM214A	15	52873514	53002014
FAM214B	9	35104109	35116338
FAM216A	12	110906169	110928190
FAM216B	13	43355686	43365683
FAM217B	20	58508819	58523735
FAM219A	9	34398182	34458568
FAM219B	15	75192328	75199462
FAM21A	10	51827648	51893269
FAM21C	10	46222648	46288409
FAM220A	7	6369040	6388612
FAM221A	7	23719749	23742868
FAM222A	12	110152033	110208312
FAM222B	17	27082996	27182250
FAM227A	22	38974125	39052634
FAM227B	15	49619159	49913128
FAM228B	2	24299396	24392509
FAM229A	1	32826871	32829879
FAM229B	6	112408802	112423993
FAM234A	16	284545	319942
FAM234B	12	13197218	13295455
FAM24B	10	124608594	124639157
FAM26F	6	116782533	116784934
FAM32A	19	16296191	16302857
FAM35A	10	88853918	88951225
FAM3B	21	42676139	42729358
FAM3C	7	120988905	121036418
FAM43A	3	194406622	194409762
FAM45A	10	120863598	120897496
FAM46A	6	82201156	82462491
FAM46C	1	118148556	118170994
FAM47E	4	77135193	77204933
FAM49A	2	16730727	16847599
FAM49B	8	130851839	131029375
FAM50B	6	3849620	3851551
FAM53A	4	1619642	1686029
FAM53B	10	126307861	126432838
FAM53C	5	137667624	137685416
FAM57A	17	635652	646206
FAM58A	HG1497_PATCH	152756399	152767649
FAM60A	12	31433518	31479992
FAM63A	1	150969025	150980851
FAM63B	15	59063391	59154099
FAM65A	16	67552321	67580691
FAM65B	6	24797601	25042238
FAM65C	20	49202645	49308065
FAM69A	1	93307724	93427057
FAM69B	9	139607022	139618502
FAM71A	1	212797789	212800120
FAM71E1	19	50970042	50980010
FAM71F2	7	128312342	128326929
FAM72A	1	206136916	206155151
FAM72B	1	120837756	120855681
FAM72C	HG1287_PATCH	144641706	144658404
FAM72D	1	143896452	143913143
FAM73A	1	78245309	78344106
FAM73B	9	131798900	131834361
FAM76A	1	28052490	28089633
FAM76B	11	95502106	95523573
FAM78A	9	134133463	134151934
FAM81A	15	59664892	59815748
FAM83D	20	37554955	37581703
FAM83F	22	40390953	40439533
FAM83G	17	18872102	18908117
FAM83H	8	144806103	144815971
FAM84B	8	127564687	127570638
FAM86B1	8	12039605	12051642
FAM89A	1	231154704	231175992
FAM89B	11	65339820	65341669
FAM8A1	6	17600586	17611950
FAM90A1	12	8373856	8380214
FAM91A1	8	124780696	124827692
FAM92A1	8	94710789	94743755
FAM96A	15	64364758	64386217
FAM96B	16	66965959	66968326
FAM98A	2	33808725	33824449
FAM98B	15	38746328	38779911
FAM98C	19	38893775	38899728
FAN1	15	31196055	31235311
FANCA	16	89803957	89883065
FANCC	9	97861336	98079991
FANCD2	3	10068098	10143614
FANCE	6	35420138	35434880
FANCF	11	22644079	22647387
FANCG	9	35073832	35080013
FANCI	15	89787180	89860492
FANCL	2	58386378	58468507
FANCM	14	45605143	45670093
FAR1	11	13690217	13753893
FAR2	12	29302036	29493913
FARP1	13	98794816	99102027
FARP2	2	242295658	242434256
FARS2	6	5261277	5771813
FARSA	19	13033293	13044851
FARSB	2	223435255	223521056
FAS	10	90750414	90775542
FASLG	1	172628154	172636014
FASN	17	80036214	80056208
FASTK	7	150773711	150777953
FASTKD1	2	170386259	170430385
FASTKD2	2	207630081	207657233
FASTKD3	5	7859272	7869150
FASTKD5	20	3127165	3140543
FAT2	5	150883654	150948505
FAT4	4	126237554	126414087
FAU	11	64888100	64889945
FAXDC2	5	154198051	154238812
FBF1	17	73905655	73937221
FBL	19	40325098	40337054
FBLIM1	1	16083102	16113089
FBLN2	3	13573824	13679922
FBLN5	14	92335756	92414331
FBLN7	2	112895962	112945791
FBN1	15	48700503	48938046
FBN2	5	127593601	127994878
FBP1	9	97365415	97402531
FBRS	16	30669752	30682135
FBRSL1	12	133066137	133161774
FBXL12	19	9920943	9938492
